author_sort,authors,comments,cover,timestamp,formats,isbn,id,identifiers,languages,library_name,pubdate,publisher,rating,series,series_index,size,tags,title,title_sort,uuid
"Браун, Дэн","Дэн Браун","Приключения Роберта Лэнгдона продолжаются. На этот раз ему предстоит разгадать величайшую тайну масонов, которая способна изменить мир. Веками хранимые секреты, загадочные знаки и символы – и смертельно опасное путешествие по лабиринтам прошлого…","/Users/andriigorishnii/Calibre Library/Den Braun/Utrachiennyi simvol (58)/cover.jpg","2022-05-06T12:15:08-07:00","epub, mobi","","58","mobi-asin:QVGVSN332MMQXUT5WPXEG3TEUGXS5U5I","rus","Calibre Library","2019-02-23T00:00:00-08:00","","","","1.0","1683792","","Утраченный символ","Утраченный символ","872771c6-9468-493f-8704-87c2f2c0344a"
"Оруэлл, Джордж","Джордж Оруэлл","«На Рождество 1932 года Эрик Артур Блэйр привез родителям стопку пробных экземпляров своей первой книги „Фунты лиха в Париже и Лондоне“. Прочтя написанную вольным, разговорным языком хронику скитаний по дну двух европейских столиц, мать чопорно резюмировала: „Это не Эрик“. Миссис Блэйр была права; автором значился новый, никому еще не известный писатель – Джордж Оруэлл. Это потом, намного позже, его имя прогремит по всему миру, станет символом свободомыслия и будет ассоциироваться с двумя великими произведениями ХХ века: повестью-притчей „Скотское хозяйство“ (1945) и романом-антиутопией „1984“ (1949). А в 1933 году после выхода в свет повести „Фунты лиха в Париже и Лондоне“ в литературных кругах впервые заговорили о новом самобытном писателе. И уже в первом крупном произведении Оруэлла проявились основные особенности его писательской манеры и стиля, для которых столь характерны внимание к языку, простота, достоверность и точность и которые, по выражению Т.С.Элиота, отличает „коренная честная прямота“. Дебютная, во многом автобиографичная, повесть полна юмора, легка, динамична и остроумна. Не случайно многие поклонники творчества Оруэлла называют „Фунты лиха в Париже и Лондоне“ своим любимейшим произведением. Эта книга – всего лишь яркий эпизод из большого репортажа Жизни, эпизод, вызывающий одновременно невольную усмешку и восхищение.","/Users/andriigorishnii/Calibre Library/Dzhordzh Oruell/Funty likha v Parizhie i Londonie (59)/cover.jpg","2022-05-06T12:18:08-07:00","epub, mobi","","59","mobi-asin:TSOKV544TWETRJDGSJW3IGJWWTQ4VJND","rus","Calibre Library","2019-02-23T00:00:00-08:00","","","","1.0","458227","","Фунты лиха в Париже и Лондоне","Фунты лиха в Париже и Лондоне","65001426-ad90-462f-b69e-88e2277e119e"
"Бредемайер, Карстен","Карстен Бредемайер","","/Users/andriigorishnii/Calibre Library/Karstien Briediemaiier/Chiernaia ritorika. Vlast' i maghiia slova (60)/cover.jpg","2022-05-06T12:19:54-07:00","epub, mobi","","60","mobi-asin:AR7OBBKC4TUYWYC4CTRTFSZJA423YS3P","rus","Calibre Library","2019-02-23T00:00:00-08:00","","","","1.0","409466","","Черная риторика. Власть и магия слова","Черная риторика. Власть и магия слова","929bf0e9-27fa-4a89-bde9-d40d006f7524"
"Айзексон, Уолтер","Уолтер Айзексон","Уолтер Айзексон, автор знаменитой биографии Стивена Джобса, написал книгу об одном из самых известных ученых XX века, Альберте Эйнштейне. Он не только подробно и доступно изложил суть научных концепций и открытий автора теории относительности, но и увлекательно рассказал об Эйнштейне-человеке. В книге приводится множество документальных материалов – письма, воспоминания, дневниковые записи. Перед нами встает образ удивительно талантливого человека, мечтателя и бунтаря, гуманиста и мыслителя.","/Users/andriigorishnii/Calibre Library/Uoltier Aiziekson/Einshtiein. Iegho zhizn' i iegho Vsieliennaia (61)/cover.jpg","2022-05-06T12:21:22-07:00","epub, mobi","9785170796359","61","isbn:9785170796359,mobi-asin:HF4LP5X6QUKQ3KSWYSYX7KDF2SV7VB6R","rus","Calibre Library","2019-02-23T00:00:00-08:00","","","","1.0","11372026","","Эйнштейн. Его жизнь и его Вселенная","Эйнштейн. Его жизнь и его Вселенная","d328d2c4-3fa3-4b6d-925a-f4c8e866e1aa"
"Остeн, Джейн","Джейн Остeн","Ироничная история очень умной молодой женщины, попадающей впросак постоянно — по наивной глупости окружающих? О да! Величайшая (и первая в мировой литературе) книга об интеллектуалке, стоящей на голову выше своего мелкопоместного, уныло-благополучного бытия? Конечно же! И, наконец, роман, что совсем недавно обрел вторую жизнь в качестве блистательной экранизации? Безусловно! Что это? «Эмма». Самое едкое, самое точное, самое саркастичное из произведений ярчайшей писательницы XIX в.","/Users/andriigorishnii/Calibre Library/Dzhiein Osten/Emma (62)/cover.jpg","2022-05-06T12:23:21-07:00","epub, mobi","","62","mobi-asin:4BSUGCLSYTKQWXZYLGM4YQSUQ37JBMN3","rus","Calibre Library","2019-02-23T00:00:00-08:00","","","","1.0","1035982","","Эмма","Эмма","4d5f08d6-a033-4661-99c1-bada0b51cfa8"
"Titus Winters, Tom Manschreck & Wright, Hyrum","Titus Winters, Tom Manschreck & Hyrum Wright","","/Users/andriigorishnii/Calibre Library/Titus Winters, Tom Manschreck/Software Engineering at Google (63)/cover.jpg","2022-05-06T12:26:47-07:00","pdf","","63","","","Calibre Library","2020-08-28T07:02:36-07:00","","","","1.0","9609831","","Software Engineering at Google","Software Engineering at Google","dacda609-d54e-4eef-a64d-3f88caa55475"
"Неизвестный","Девид Майерс","Эта книга, одновременно строго научная и человечная, наполнена фактами и интригующей информацией, что делает её чтение не только познавательным, но и увлекательным. В ней описаны фундаментальные принципы социального мышления, социального влияния и социального поведения, а также разнообразные эксперименты и последние исследования. Книга будет полезна не только психологам, но и социологам, философам, политологам.","/Users/andriigorishnii/Calibre Library/Dievid Maiiers/Sotsial'naia psikhologhiia (64)/cover.jpg","2022-05-06T12:33:52-07:00","epub","","64","","rus","Calibre Library","0100-12-31T16:07:02-07:52:58","","","Мастера психологии","1.0","6142502","sci_psychology","Социальная психология","Социальная психология","09a6bb73-e67d-4535-9819-052dd12fbea7"
"Берн, Эрик","Эрик Леннард Берн","Перед вами одна из основополагающих культовых книг по психологии человеческих взаимоотношений. Эрик Берн – создатель оригинального направления в психотерапии – «транзактного анализа», рассматривающего игру в качестве основы человеческих взаимоотношений. Система, разработанная автором, призвана избавить человека от влияния жизненных сценариев, программирующих его поведение, и научить его меньше «играть» в отношениях с собой и другими, чтобы обрести подлинную свободу и побудить к личностному росту. В книге вы не только найдете советы, которые помогут понять природу человеческого общения, мотивы собственных и чужих поступков и причины возникновения конфликтов, но также: [ul]Сценарии игр, в которые люди бессознательно играют каждый день. Соответствие игр жизненным ситуациям, в которых они разыгрываются. Стратегии антиигр, с помощью которых можно освободиться от привычного поведения.[/ul] В формате a4.pdf сохранен издательский макет.","/Users/andriigorishnii/Calibre Library/Erik Liennard Biern/Ighry, v kotoryie ighraiut liudi. Liudi, kotoryie ighraiut v ighry (sbornik) (66)/cover.jpg","2022-05-06T12:40:05-07:00","epub","","66","id:4BFDFFAE-8E90-4463-92AC-FE0C2ABF041F","rus","Calibre Library","1992-05-15T00:00:00-07:00","ООО «ЛитРес», www.litres.ru","","","1.0","2071483","Психотерапия и консультирование, Зарубежная психология","Игры, в которые играют люди. Люди, которые играют в игры (сборник)","Игры, в которые играют люди. Люди, которые играют в игры (сборник)","54ce7893-7e97-4b12-a4d4-f66d4d79a335"
"Daron Acemoglu , James A. Robinson","Daron Acemoglu , James A. Robinson","","/Users/andriigorishnii/Calibre Library/Daron Acemoglu , James A. Robinson/Why nations fail (67)/cover.jpg","2022-05-06T12:43:59-07:00","epub","","67","","eng","Calibre Library","0100-12-31T16:07:02-07:52:58","","","","1.0","1993149","","Why nations fail","Why nations fail","3fcee6c2-384c-4ed0-9cd4-99fdb5c2a5df"
"Hill, Napoleon","Napoleon Hill","","/Users/andriigorishnii/Calibre Library/Napoleon Hill/Think and Grow Rich (68)/cover.jpg","2022-05-06T13:07:10-07:00","epub","","68","","eng","Calibre Library","2021-10-10T16:00:00-07:00","","","","1.0","704376","Self-Help_ Law of Attraction","Think and Grow Rich","Think and Grow Rich","96156dfb-4d5d-4351-b67b-0d3fa9d96d9f"
"Weiss;, Harvard Business Review;Nancy Duarte;Bryan A. Garner;Mary Shapiro;Jeff","Harvard Business Review;Nancy Duarte;Bryan A. Garner;Mary Shapiro;Jeff Weiss;","","/Users/andriigorishnii/Calibre Library/Harvard Business Review;Nancy Duarte;Bryan A. Garner;Mary Shapiro;Jeff Weiss;/Harvard Business Review Guides Ultimate Boxed Set (16 Books) (70)/cover.jpg","2022-05-06T15:24:19-07:00","epub","","70","","eng","Calibre Library","0100-12-31T16:07:02-07:52:58","Lightning Source Inc. (Tier 2)","","","1.0","42759574","","Harvard Business Review Guides Ultimate Boxed Set (16 Books)","Harvard Business Review Guides Ultimate Boxed Set (16 Books)","c8136c6c-32d3-462f-99b5-e61cee08b03b"
"Voss, Chris","Chris Voss","**A former international hostage negotiator for the FBI offers a new, field-tested approach to high-stakes negotiations—whether in the boardroom or at home.**
After a stint policing the rough streets of Kansas City, Missouri, Chris Voss joined the FBI, where his career as a hostage negotiator brought him face-to-face with a range of criminals, including bank robbers and terrorists. Reaching the pinnacle of his profession, he became the FBI’s lead international kidnapping negotiator. *Never Split* *the Difference* takes you inside the world of high-stakes negotiations and into Voss’s head, revealing the skills that helped him and his colleagues succeed where it mattered most: saving lives. In this practical guide, he shares the nine effective principles—counterintuitive tactics and strategies—you too can use to become more persuasive in both your professional and personal life.
Life is a series of negotiations you should be prepared for: buying a car, negotiating a salary, buying a home, renegotiating rent, deliberating with your partner. Taking emotional intelligence and intuition to the next level, *Never Split the Difference* gives you the competitive edge in any discussion.
**
### Review
Former FBI Hostage Negotiator Chris Voss has few equals when it comes to high stakes negotiations. Whether for your business or your personal life, his techniques work.” (Joe Navarro, FBI Special Agent (Ret.) and author of the international bestseller, What Every Body is Saying.) 
Emphasizes the importance of emotional intelligence without sacrificing deal-making power. From a former hostage negotiator - someone who couldn’t take no for an answer - which makes it fascinating reading. But it’s also eminently practical. In these pages, you will find the techniques for getting the deal you want. (Daniel H. Pink, author of To Sell Is Human and Drive) 
### From the Back Cover
A field-tested, game-changing approach to high-stakes negotiations—whether in the boardroom or at home.
 *Never Split the Difference* is a riveting, indispensable handbook of negotiation principles culled and perfected from Chris Voss’s remarkable career as a hostage negotiator and later as an award-winning teacher in the world’s most prestigious business schools. From policing the rough streets of Kansas City, Missouri, to becoming the FBI’s lead international kidnapping negotiator to teaching negotiation at leading universities, Voss has tested these techniques across the full spectrum of human endeavor and proved their effectiveness. Those who have benefited from these techniques include business clients generating millions in additional profits, MBA students getting better jobs, and even parents dealing with their kids. 
*Never Split the Difference* provides a gripping, behind-the-scenes recounting of dramatic scenarios from the gang-infested streets of Haiti to a Brooklyn bank robbery gone horribly wrong, revealing the negotiation strategies that helped Voss and his colleagues succeed where it mattered most: saving lives. As a world-class negotiator, Voss shows you how to use these skills in the workplace and in every other realm of your life. 
Life is a series of negotiations: whether buying a car, getting a better raise, buying a home, renegotiating rent, or deliberating with your partner, *Never Split the Difference* gives you the competitive edge in any discussion.
Advance praise for *Never Split The Difference*
“This book blew my mind. It’s a riveting read, full of instantly actionable advice—not just for high-stakes negotiations, but also for handling everyday conflicts at work and at home.”—Adam Grant, Wharton Professor and *New York Times* bestselling author of originals and give and take
“Emphasizes the importance of emotional intelligence without sacrificing deal-making power. From the pen of a former hostage negotiator—someone who couldn’t take no for an answer—which makes it fascinating reading. But it’s also eminently practical. In these pages, you will find the techniques for getting the deal you want.”—Daniel H. Pink, bestselling author of *To Sell Is Human* and *Drive*
“Former FBI hostage negotiator Chris Voss has few equals when it comes to high-stakes negotiations. Whether for your business or your personal life, his techniques work.”—Joe Navarro, FBI Special Agent (Ret.) and author of the international bestseller *What Every Body Is Saying*
“Your business—basically your entire life—comes down to your performance in crucial conversations, and these tools will give you the edge you need. . . .It’s required reading for my employees because I use the lessons in this book every single day, and I want them to, too.”—Jason McCarthy, CEO of GORUCK
","/Users/andriigorishnii/Calibre Library/Chris Voss/Never Split the Difference_ Negotiating as if Your Life Depended on It (71)/cover.jpg","2022-05-06T15:33:10-07:00","epub","9780062407801","71","amazon:0062407805,mobi-asin:B014DUR7L2,isbn:9780062407801","eng","Calibre Library","2016-05-16T09:00:00-07:00","HarperBusiness","4","","1.0","466492","","Never Split the Difference: Negotiating as if Your Life Depended on It","Never Split the Difference: Negotiating as if Your Life Depended on It","5744beb3-5221-4703-a9b7-9c6b49850f9c"
"Стендаль (Мари-Анри Бейль),","Стендаль (Мари-Анри Бейль)","Роман «Красное и черное» – это трагическая история жизненного пути Жюльена Сореля, мечтающего о славе Наполеона. Делая карьеру, Жюльен следовал своему холодному, расчетливому уму, но в глубине души всегда был в бесконечном споре с самим собой, в борьбе между честолюбием и честью. Но честолюбивым мечтам не суждено было свершиться.","/Users/andriigorishnii/Calibre Library/Stiendal' (Mari-Anri Bieil')/Krasnoie i chiernoie (72)/cover.jpg","2022-05-06T16:00:21-07:00","epub","","72","id:017f4c03-4be8-11e5-87ef-0025905a06ea","rus","Calibre Library","1827-05-15T00:07:02-07:52:58","ООО «ЛитРес», www.litres.ru","","","1.0","1082027","Зарубежная классика, Литература 19 века","Красное и черное","Красное и черное","8470a3e2-10ca-4c29-b7f9-72ea8a117ce8"
"Неизвестный","Александр Дюма","Перед вами знаменитейшая история всех времен – приключенческий роман Александра Дюма-отца «Три мушкетера» об эпохе правления Людовика XIII. Это бессмертное произведение настолько полюбилось читателям всего мира, что было экранизирован более ста раз! Юный пылкий гасконец д’Артаньян и его верные друзья-мушкетеры Атос, Портос и Арамис стали символом смелости, верности и дружбы, а их девиз «Один за всех, и все за одного» – стал крылатым выражением. Перед Вами абсолютно уникальное издание, содержащее один из первых переводов романа, сделанных еще до революции. Книга содержит сокращенный вариант произведения – I часть приключений четверых друзей. Благодаря именно этому редкому дореволюционному переводу, книга стремительно завоевала популярность у русскоязычного читателя. Автор перевода неизвестен, но художественные достоинства его текста бесспорны: стиль автора, юмор и краткость, присущие перу А. Дюма, превосходно переданы переводчиком.","/Users/andriigorishnii/Calibre Library/Alieksandr Diuma/Tri mushkietiera (74)/cover.jpg","2022-05-06T16:02:19-07:00","epub","","74","","rus","Calibre Library","0100-12-31T16:07:02-07:52:58","","","","1.0","402243","adv_history, literature_19, foreign_prose","Три мушкетера","Три мушкетера","a4c8063a-82aa-4b45-9485-e4103c74c131"
"Толстой Л.Н.","Толстой Л.Н.","","/Users/andriigorishnii/Calibre Library/Tolstoi L.N_/Voina i mir (75)/cover.jpg","2022-05-06T16:03:31-07:00","epub","","75","","rus","Calibre Library","2014-01-20T00:00:00-08:00","","","","1.0","4369702","","Война и мир","Война и мир","62112f33-8a55-42ea-97a5-859e40b26769"
"Сэлинджер, Джером Дэвид","Джером Дэвид Сэлинджер","Читайте книгу в новом переводе [url=http://www.litres.ru/pages/biblio_book/?art=24314756]Ловец на хлебном поле[/url] Писатель-классик, писатель-загадка, на пике своей карьеры объявивший об уходе из литературы и поселившийся вдали от мирских соблазнов в глухой американской провинции. Единственный роман Сэлинджера, ""Над пропастью во ржи"" стал переломной вехой в истории мировой литературы. И название романа, и имя его главного героя Холдена Колфилда сделались кодовыми для многих поколений молодых бунтарей – от битников и хиппи до современных радикальных молодежных движений. Роман представлен в блестящем переводе Риты Райт-Ковалевой, ставшем классикой переводческого искусства.","/Users/andriigorishnii/Calibre Library/Dzhierom Devid Selindzhier/Nad propast'iu vo rzhi (76)/cover.jpg","2022-05-06T16:07:09-07:00","epub","","76","id:77a99a99-dd65-4ade-a797-ab99d4ba39cb","rus","Calibre Library","1951-05-15T00:00:00-07:00","ООО «ЛитРес», www.litres.ru","","","1.0","1033427","Зарубежная классика, Литература 20 века, Классическая проза","Над пропастью во ржи","Над пропастью во ржи","d638ff85-7f6b-460a-a582-ec3dfbbc29d2"
"Коэльо, Пауло","Пауло Коэльо","«Алхимик» – самый известный роман бразильского писателя Пауло Коэльо, любимая книга миллионов людей во всем мире. В юности люди не боятся мечтать, все кажется им возможным. Но проходит время, и таинственная сила принимается им внушать, что их желания неосуществимы. «Добиться воплощения своей Судьбы – вот единственная подлинная обязанность человека…», – утверждает Пауло Коэльо. Этот ставший культовым роман-притча способен изменить жизнь своих читателей.","/Users/andriigorishnii/Calibre Library/Paulo Koel'o/Alkhimik (77)/cover.jpg","2022-05-06T16:09:49-07:00","epub","","77","id:d3df2557-d275-44b3-af64-c1ac1c29bc2f","rus","Calibre Library","1988-05-15T00:00:00-07:00","ООО «ЛитРес», www.litres.ru","","","1.0","1617929","Современная зарубежная литература","Алхимик","Алхимик","7231a44b-1354-4ff7-821f-06be6c967ecd"
"Хемингуэй, Эрнест","Эрнест Хемингуэй","Повесть Э.Хемингуэя ""Старик и море"", за которую автор получил в 1954 году Нобелевскую премию, уже давно стала современной классикой. История рыбака Сантьяго — это история нелегкого пути человека на земле, каждый день ведущего борьбу за жизнь и вместе с тем стремящегося сосуществовать в гармонии и согласии с миром, осознающего себя не одиночкой, как было в предыдущих произведениях писателя, а частицей огромного и прекрасного мира.","/Users/andriigorishnii/Calibre Library/Erniest Khieminghuei/Starik i morie (78)/cover.jpg","2022-05-06T16:11:56-07:00","epub","","78","","rus","Calibre Library","1951-05-15T00:00:00-07:00","Азбука-классика","","","1.0","168529","","Старик и море","Старик и море","a0a17a46-f9d9-4f9d-b72b-b4b9974d03e3"
"Коцюбинський Михайло Михайлович","Михайло Коцюбинський","Повний текст ""Тіні забутих предків"" (автор: Коцюбинський Михайло Михайлович) з Бібліотеки Української Літератури УкрЛіб","/Users/andriigorishnii/Calibre Library/Mikhailo Kotsiubins'kii/Tini zabutikh priedkiv (79)/cover.jpg","2022-05-06T16:13:28-07:00","epub","","79","uri:https://www.ukrlib.com.ua/books/printit.php?tid=1058","ukr","Calibre Library","2022-01-14T11:24:22-08:00","UkrLib","","","1.0","58193","","Тіні забутих предків","Тіні забутих предків","ee55a77c-49b8-486d-a694-2daf6b91be77"
"Булгаков, Михаил","Михаил Афанасьевич Булгаков","Повесть «Собачье сердце» – одно из самых известных и запоминающихся произведений в творчестве Михаила Булгакова. С неподражаемым сарказмом и юмором Булгаков описал небывалый рискованный эксперимент профессора Преображенского по превращению собаки в человека, создав великолепную пародию на парадоксальную обстановку Советской России 30-х годов. Жестокий опыт по выведению новой «породы» людей показывает, что нельзя безнаказанно экспериментировать с природой и менять Божий Промысел в угоду политическим целям. Детища подобных экспериментов способны уничтожить своих создателей.","/Users/andriigorishnii/Calibre Library/Mikhail Afanas'ievich Bulghakov/Sobach'ie sierdtsie (80)/cover.jpg","2022-05-06T16:15:24-07:00","epub","","80","id:e4c91e55-0e17-4415-be85-cdbe33e98b55","rus","Calibre Library","1925-05-15T00:00:00-08:00","ООО «ЛитРес», www.litres.ru","","","1.0","2195590","Научная фантастика, Литература 20 века, Социальная фантастика","Собачье сердце","Собачье сердце","93b1e4ca-6078-4b65-b4bb-844a1e0b08e1"
"Брэдбери, Рэй","Рэй Дуглас Брэдбери","451° по Фаренгейту – температура, при которой воспламеняется и горит бумага. Философская антиутопия Брэдбери рисует беспросветную картину развития постиндустриального общества: это мир будущего, в котором все письменные издания безжалостно уничтожаются специальным отрядом пожарных, а хранение книг преследуется по закону, интерактивное телевидение успешно служит всеобщему оболваниванию, карательная психиатрия решительно разбирается с редкими инакомыслящими, а на охоту за неисправимыми диссидентами выходит электрический пес… Роман, принесший своему творцу мировую известность. В формате a4.pdf сохранен издательский макет.","/Users/andriigorishnii/Calibre Library/Rei Dughlas Bredbieri/451 ghradus po Farienghieitu (81)/cover.jpg","2022-05-06T16:16:28-07:00","epub","","81","id:7e3ffb67-01c2-11e9-9d3d-0cc47a545a1e","rus","Calibre Library","0100-12-31T16:07:02-07:52:58","ООО «ЛитРес», www.litres.ru","","","1.0","3386472","Научная фантастика, Зарубежная фантастика, Социальная фантастика","451 градус по Фаренгейту","451 градус по Фаренгейту","9a34bfa8-124e-4939-b6f2-6fc01c363ca5"
"Брэдбери, Рэй","Рэй Дуглас Брэдбери","Хотите покорить Марс, этот странный изменчивый мир, населенный загадочными, неуловимыми обитателями и не такой уж добрый к человеку? Дерзайте. Но только приготовьтесь в полной мере испить чашу сожалений и тоски – тоски по зеленой планете Земля, на которой навсегда останется ваше сердце. Цикл удивительных марсианских историй Рэя Брэдбери– классическое произведение, вошедшее в золотой фонд мировой литературы.","/Users/andriigorishnii/Calibre Library/Rei Dughlas Bredbieri/Marsianskiie khroniki (82)/cover.jpg","2022-05-06T16:18:05-07:00","epub","","82","id:0349f1e4-fbcb-48c1-ac48-45f7356d06ba","rus","Calibre Library","1950-05-15T00:00:00-07:00","ООО «ЛитРес», www.litres.ru","","","1.0","1148601","Научная фантастика, Зарубежная фантастика","Марсианские хроники","Марсианские хроники","c945d4d8-bab1-4554-9b5d-30d063999fbe"
"Булгаков, Михаил Афанасьевич","Михаил Афанасьевич Булгаков","Роман «Мастер и Маргарита» – визитная карточка Михаила Афанасьевича Булгакова. Более десяти лет Булгаков работал над книгой, которая стала его романом-судьбой, романом-завещанием.В «Мастере и Маргарите» есть все: веселое озорство и щемящая печаль, романтическая любовь и колдовское наваждение, магическая тайна и безрассудная игра с нечистой силой.","/Users/andriigorishnii/Calibre Library/Mikhail Afanas'ievich Bulghakov/Mastier i Margharita (83)/cover.jpg","2022-05-06T16:19:31-07:00","epub","5-699-15500-7","83","isbn:5-699-15500-7","rus","Calibre Library","2006-12-14T16:00:00-08:00","Эксмо","","Эксмо-Классика","1.0","998383","prose_classic","Мастер и Маргарита","Мастер и Маргарита","4aad42da-7fa6-4661-9f32-c4222d85fd51"
"Стругацкие, Аркадий и Борис","Аркадий и Борис Стругацкие","«Счастье для всех, и пусть никто не уйдёт обиженным!» Знаковые слова… Шедевр братьев Стругацких. Жёсткая, бесконечно увлекательная и в то же время бесконечно философская книга. Время идёт… Но история загадочной Зоны и лучшего из её сталкеров – Рэда Шухарта – по-прежнему тревожит и будоражит читателя.","/Users/andriigorishnii/Calibre Library/Arkadii i Boris Strughatskiie/Piknik na obochinie (84)/cover.jpg","2022-05-06T16:20:16-07:00","epub","","84","id:a6991036-bc58-4b97-b9f3-1aa5cdecdd3f","rus","Calibre Library","1972-05-15T00:00:00-07:00","ООО «ЛитРес», www.litres.ru","","","1.0","1938958","Научная фантастика","Пикник на обочине","Пикник на обочине","8ed5eb3b-3acc-4e45-8141-9a58463f78d4"
"Стругацкие, Аркадий и Борис","Аркадий и Борис Стругацкие","«Трудно быть богом». Наверное, самый прославленный из романов братьев Стругацких. История землянина, ставшего «наблюдателем» на планете, застрявшей в эпохе позднего средневековья, и принужденного «не вмешиваться» в происходящее, экранизирована уже несколько раз – однако даже лучший фильм не в силах передать всего таланта книги, на основе которой он снят!..","/Users/andriigorishnii/Calibre Library/Arkadii i Boris Strughatskiie/Trudno byt' boghom (85)/cover.jpg","2022-05-06T16:20:59-07:00","epub","","85","id:d8df8eab-5bfd-4cd5-b409-d71d389d8059","rus","Calibre Library","1964-05-15T00:00:00-07:00","ООО «ЛитРес», www.litres.ru","","","1.0","1229146","Социальная фантастика, Научная фантастика, Повести","Трудно быть богом","Трудно быть богом","933a651f-796f-4fbc-a01e-a43934ac48e2"
"Стругацкие, Аркадий и Борис","Аркадий и Борис Стругацкие","Шедевр русской фантастики!!! Блистающие юмором истории младшего научного сотрудника Александра Привалова стали настольной книгой многих поколений российских читателей. И даже сейчас, десятилетия спустя, повесть «Понедельник начинается в субботу», давным-давно уже ставшая «народным достоянием» любителей отечественной научной фантастики, читается так же легко и с таким же наслаждением, как и многие годы назад!","/Users/andriigorishnii/Calibre Library/Arkadii i Boris Strughatskiie/Poniediel'nik nachinaietsia v subbotu (86)/cover.jpg","2022-05-06T16:21:49-07:00","epub","","86","id:3dae69f5-7724-4c15-807e-fc83517e55f8","rus","Calibre Library","1964-05-15T00:00:00-07:00","ООО «ЛитРес», www.litres.ru","","","1.0","1265104","Научная фантастика, Юмористическая фантастика","Понедельник начинается в субботу","Понедельник начинается в субботу","676fdc13-5e3d-4590-a3e1-5cf6b944fa61"
"Таормина, Шейла","Шейла Таормина","","/Users/andriigorishnii/Calibre Library/Shieila Taormina/Siekriety bystrogho plavaniia dlia plovtsov i triatlietov (87)/cover.jpg","2022-05-06T16:23:11-07:00","pdf","","87","","","Calibre Library","2013-05-06T06:54:05-07:00","","","","1.0","4228159","foreign_desc","Секреты быстрого плавания для пловцов и триатлетов","Секреты быстрого плавания для пловцов и триатлетов","4db89afd-de54-47da-b08f-cff0d7e6678d"
"Неизвестный","Михаил Юрьевич Лермонтов","В книгу вошел роман М.Ю.Лермонтова (1814–1841) «Герой нашего времени», обязательный для чтения и изучения в средней общеобразовательной школе. Роман «Герой нашего времени» – одна из вершин русской прозы первой половины XIX в. Воспринятый современниками М.Ю.Лермонтова как «странный», роман побуждает все новые и новые поколения читателей искать решения его загадкам.","/Users/andriigorishnii/Calibre Library/Mikhail Iur'ievich Liermontov/Gieroi nashiegho vriemieni (88)/cover.jpg","2022-05-06T16:27:17-07:00","epub","5-17-023220-9","88","isbn:5-17-023220-9","rus","Calibre Library","2005-01-14T16:00:00-08:00","АСТ, Астрель","","Список школьной литературы 9 класс","1.0","1012960","prose_rus_classic, literature_19","Герой нашего времени","Герой нашего времени","f895d27b-7626-47c9-a5d9-431e905a05ee"
"Ремарк, Эрих Мария","Эрих Мария Ремарк","«А перед нами все цветет, за нами все горит… Не надо думать, с нами тот, кто все за нас решит!» Но что делать, если не думать ты не можешь? Что делать, если ты не способен стать жалким винтиком в чудовищной военной машине? Позади – ад выжженных стран. Впереди – грязь и кровь Второй мировой. «Времени умирать», кажется, не будет конца. Многие ли доползут до «времени жить»?..","/Users/andriigorishnii/Calibre Library/Erikh Mariia Riemark/Vriemia zhit' i vriemia umirat' (89)/cover.jpg","2022-05-06T16:27:47-07:00","epub","","89","id:cf441ccb-8bda-11e7-8259-0cc47a52085c","rus","Calibre Library","1954-05-15T00:00:00-07:00","ООО «ЛитРес», www.litres.ru","","","1.0","1279496","Зарубежная классика, Литература 20 века, Современная зарубежная литература, Книги о войне","Время жить и время умирать","Время жить и время умирать","a63b6359-aacd-43ce-bb30-ad44b0b815b5"
"Ремарк, Эрих Мария","Эрих Мария Ремарк","Жизнь взаймы. Жизнь, когда не жаль ничего, потому что терять, в сущности, уже нечего. Это – любовь на грани обреченности. Это – роскошь на грани разорения. Это – веселье на грани горя и риск на грани гибели. Будущего – нет. Смерть – не слово, а реальность. Жизнь продолжается. Жизнь прекрасна!..","/Users/andriigorishnii/Calibre Library/Erikh Mariia Riemark/Zhizn' vzaimy (90)/cover.jpg","2022-05-06T16:28:13-07:00","epub","","90","id:2cc9a061-8061-4a4d-8778-3e8b268e9a5b","rus","Calibre Library","1961-05-15T00:00:00-07:00","ООО «ЛитРес», www.litres.ru","","","1.0","1253236","Литература 20 века, Зарубежная классика, Классическая проза","Жизнь взаймы","Жизнь взаймы","da85717e-15ee-4cd7-878e-a8eb2ba3d967"
"Ремарк, Эрих Мария","Эрих Мария Ремарк","Что остается у людей, захлебывающихся в огненном водовороте войны? Что остается у людей, у которых отняли надежду, любовь – и, по сути, даже саму жизнь? Что остается у людей, у которых не осталось просто ничего? Всего-то – искра жизни. Слабая, но – негасимая. Искра жизни, что дает людям силу улыбаться на пороге смерти. Искра света – в кромешной тьме…","/Users/andriigorishnii/Calibre Library/Erikh Mariia Riemark/Iskra zhizni (91)/cover.jpg","2022-05-06T16:29:11-07:00","epub","","91","id:ce60f2e2-f1c4-4aa2-9069-ae799bd18343","rus","Calibre Library","1952-05-15T00:00:00-07:00","ООО «ЛитРес», www.litres.ru","","","1.0","1313340","Литература 20 века, Зарубежная классика, Классическая проза","Искра жизни","Искра жизни","6e014e81-9a5c-4897-9629-6153c0134505"
